,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,inter2,interaction,iso,region,country,admin1,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,related_ep
1348,CHN3015,2019-11-05,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Unknown,6,1,16,156,East Asia,China,Hong Kong,Sai Kung,22.307,114.2605,1,Ming Pao,Subnational,"On 5 November 2019, more than 100 people gathered at Kwong Ming Court, Tseung Kwan O (Sai Kung District, Hong Kong) to support the student who fell from the nearby parking lot during a demonstration on 4 November. Police fired tear gases around 11pm to disperse the crowd.",0,crowd size=more than 100,1611094734,no
1349,CHN3010,2019-11-05,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Teachers (China); Students (China),6,0,60,156,East Asia,China,Hong Kong,Eastern,22.2821,114.2213,1,Radio Free Asia,International,"On 5 November 2019, nearly 100 teachers, students and alumni at Shue Yan University at North Point in Eastern District, Hong Kong, gathered at noon on campus to protest against the police's abuse of force and support a student who was a volunteer paramedic and got seriously burned by tear gas during the anti-government demonstration on 2 November. The university had sent a letter to the police and would follow up within 7 days.",0,crowd size=nearly 100,1611094734,no
1350,CHN3241,2019-11-05,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DHKC: Defend Hong Kong Campaign,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Wen Wei Po,Subnational,"On 5 November 2019, more than 1,000 members of the Defend Hong Kong Campaign marched to the Hong Kong Police Headquarter in Wan Chai District to show support for the police and ask the police to enforce the law and recover order in Hong Kong. They circled the police headquarters for one round with Chinese national flags in hand.",0,"crowd size=more than 1,000",1611094737,no
1356,CHN3007,2019-11-04,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Unknown,6,1,16,156,East Asia,China,Hong Kong,Eastern,22.2821,114.2213,1,Ming Pao; RTHK,Subnational,"On 4 November 2019, nearly 100 of citizens gathered at the service centre of Taikoo Shing in Eastern District (Hong Kong) to ask the mall staff to clarify whether there were demonstrators vandalising the mall during the night before as alleged by the police. Shortly after the gathering, police entered the mall and arrested two citizens. People shouted 'disband the police'. There was no further violence reported from the protesters except that they tried to block the elevators with trash bins.",0,crowd size=nearly 100,1611094729,no
1357,CHN3237,2019-11-04,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKCTU: Hong Kong Confederation of Trade Unions; Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,HK01; The Stand News,Subnational,"On 4 November 2019, nearly 20 members of the Hong Kong Social Workers' General Union, a member organisation of the Hong Kong Confederation of Trade Unions, marched from the Hong Kong Police Headquarter to the government headquarters in Central and Western District (Hong Kong) to protest against the police's increased use of force in the recent crackdowns of anti-government demonstrations. They aimed to deliver a petition letter to the Director of the Labour and Welfare Bureau and demand the government to respond to the arrested and beaten social workers during demonstrations.",0,crowd size=nearly 20,1611094729,no
1359,CHN3238,2019-11-04,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Students (China),6,0,60,156,East Asia,China,Hong Kong,Tuen Mun,22.3919,113.9748,1,HK01,Subnational,"On 4 November 2019, nearly 200 students at Po Leung Kuk Tang Yuk Tien College in Tuen Mun District (New Territories, Hong Kong) gathered at the college gate to support one schoolmate who was a volunteer paramedic and got burned by tear gas during the demonstration on 2 November. They also condemned the police's abuse of force and urged the college to respond with more support for the students.",0,crowd size=nearly 200,1611094732,no
1360,CHN3002,2019-11-04,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Students (China),6,0,60,156,East Asia,China,Hong Kong,Sai Kung,22.307,114.2605,1,Radio Free Asia,International,"On 4 November 2019, hundreds of students at the Hong Kong University of Science and Technology, Sai Kung District (New Territories, Hong Kong) gathered at night on campus to urge the university to condemn the police for delaying the ambulance to rescue the student who fell from a parking lot during the clash that occurred in the early morning of the same day at Tseung Kwan O.",0,crowd size=hundreds,1611094734,no
1361,CHN3003,2019-11-04,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Journalists (China),6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Radio Free Asia,International,"On 4 November 2019, 6 Hong Kong journalists staged a silent protest during a press conference held by the Hong Kong Police in Wan Chai District against the increased violence against media staff during the recent crackdowns of anti-government demonstrations. They each carried a large character on their safety helmets and formed 'Investigate police violence, stop police lies'. The press conference was interrupted and had to be stopped in the middle.",0,crowd size=6,1611094734,no
1362,CHN3239,2019-11-04,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Unknown,6,1,16,156,East Asia,China,Hong Kong,Yuen Long,22.4452,114.023,1,RTHK,Subnational,"On 4 November 2019, anti-government demonstrators confronted the police just after midnight during the early hours of the day near Castle Pead Road in Yuen Long District (New Territories, Hong Kong). Police used pepper spray to disperse people. No further report on this occasion. Anti-government demonstrations took place in multiple districts across Hong Kong on 3 November 2019 against the police's excessive use of force.",0,crowd size=no report,1611094735,no
1363,CHN3008,2019-11-04,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement; Students (China),5,1,15,156,East Asia,China,Hong Kong,Sai Kung,22.307,114.2605,1,Deutsche Welle; Radio Free Asia; Ming Pao,Subnational-International,"On 4 November 2019, anti-government demonstrators clashed with the police at Tseung Kwan O, Sai Kung District (New Territories, Hong Kong) around midnight and lasted until early morning of 4 November. Demonstrators blocked roads and burned trash on streets. Police fired tear gas to disperse people and chased some demonstrators until a nearby residence area. Residents heard gunshots and refused to let the police enter the estate. In the middle of the chaos, a student from the Hong Kong University of Science and Technology fell from the 3rd floor to the 2nd floor in a parking lot allegedly while trying to escape tear gas fired by riot police and got seriously injured. He died later on 8 November in hospital. This demonstration took place within the broader context of ongoing demonstrations sparked by the Extradition Bill.",0,crowd size=no report,1643150991,yes
1366,CHN2996,2019-11-03,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,Tai Po,22.4434,114.1646,1,Radio Free Asia; Ming Pao,Subnational-International,"On 3 November 2019, a dozen demonstrators wearing black clothes and face masks vandalised some shops in Tai Po Mega Mall in Tai Po District (New Territories, Hong Kong) while other people gathered in the mall to chant anti-ELAB slogans and demonstrate against the police. Police entered the mall several times during the demonstration, and pepper spray was reportedly fired. No further report on this occasion.",0,crowd size=a dozen,1611094729,yes
1367,CHN2997,2019-11-03,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,Tuen Mun,22.3919,113.9748,1,Radio Free Asia,International,"On 3 November 2019, anti-government demonstrators gathered at Tuen Mun Town Plaza, Tuen Mun District (New Territories, Hong Kong) and block the entrance to stop the police from entering. Some demonstrators also vandalised the shops in the mall. This demonstration took place within the broader context of ongoing demonstrations sparked by the Extradition Bill.",0,crowd size=no report,1611094734,yes
1368,CHN2998,2019-11-03,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,Wong Tai Sin,22.3364,114.1987,1,Radio Free Asia,International,"On 3 November 2019, anti-government demonstrators set fire at Lung Cheung Rd in Wong Tai Sin District (Kowloon City, Hong Kong) in the afternoon. Police put off the fire and recovered traffic. Some demonstrators also chanted slogans inside Wong Tai Sin Plaza. No further report on this occasion. This demonstration took place within the broader context of ongoing demonstrations sparked by the Extradition Bill.",0,crowd size=no report,1611094734,yes
1369,CHN2994,2019-11-03,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement; Government of China (2017-) Hong Kong Special Administrative Region; Journalists (China); Students (China),5,1,15,156,East Asia,China,Hong Kong,Eastern,22.2821,114.2213,1,Deutsche Welle; HKFP; Radio Free Asia,Subnational-International,"On 3 November 2019, nearly 100 people gathered around 5pm at Taikoo Shing in Eastern District (Hong Kong) to demonstrate against the government and the mask ban. They chanted slogans such as 'five demands, not one less' and sang 'glory to Hong Kong'. The situation escalated as one pro-Beijing demonstrator started attacking other people and got beaten by the crowd. A district councillor got his ear bitten off while he tried to stop a man with knife from attacking people. After an hour, police entered the mall and dispersed people with pepper sprays and guns. Police reported that 6 people were injured and 3 were arrested. A reporter from the Stand News and another student journalist from the Hong Kong Baptist University were also arrested.",0,crowd size=nearly 100,1643150991,yes
